timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2018-08-31,33.8800,34.0600,33.3800,33.8600,33.8600,125320,0.0000,1.0000
2018-08-30,33.9000,34.6600,33.3800,34.1000,34.1000,104464,0.0000,1.0000
2018-08-29,35.0600,35.0600,33.9000,33.9600,33.9600,152137,0.0000,1.0000
2018-08-28,34.4000,35.3800,34.1600,35.1200,35.1200,118659,0.0000,1.0000
2018-08-27,33.5400,34.3600,33.5200,34.3400,34.3400,53967,0.0000,1.0000
2018-08-24,33.4200,33.9000,33.2000,33.4400,33.4400,94930,0.0000,1.0000
2018-08-23,33.3200,33.5000,33.0200,33.3000,33.3000,61721,0.0000,1.0000
2018-08-22,32.9200,33.3600,32.8200,33.2600,33.2600,53244,0.0000,1.0000
2018-08-21,33.0600,33.2600,32.8800,33.1200,33.1200,77653,0.0000,1.0000
2018-08-20,32.5600,33.3400,32.5600,33.1200,33.1200,99900,0.0000,1.0000
2018-08-17,33.2400,33.2400,32.4000,32.5600,32.5600,143764,0.0000,1.0000
2018-08-16,32.1400,33.1600,32.1200,33.1000,33.1000,172862,0.0000,1.0000
2018-08-15,32.7200,33.7800,32.1200,32.1800,32.1800,188930,0.0000,1.0000
2018-08-14,32.4000,32.8400,31.9600,32.7400,32.7400,120576,0.0000,1.0000
2018-08-13,33.0000,33.0600,32.2800,32.3600,32.3600,185907,0.0000,1.0000
2018-08-10,34.3800,34.7400,33.2400,33.3800,33.3800,149897,0.0000,1.0000
2018-08-09,34.9400,35.3400,34.0200,34.5400,34.5400,160216,0.0000,1.0000
2018-08-08,35.1200,35.4600,34.3000,35.0000,35.0000,176026,0.0000,1.0000
2018-08-07,35.1600,35.7200,35.0000,35.0600,35.0600,99827,0.0000,1.0000
2018-08-06,35.1800,35.8000,34.7600,34.9200,34.9200,148745,0.0000,1.0000
2018-08-03,34.0800,35.5800,33.8800,35.1600,35.1600,134251,0.0000,1.0000
2018-08-02,33.8200,34.2400,33.1800,34.0600,34.0600,99835,0.0000,1.0000
2018-08-01,34.8000,34.8600,34.0200,34.1600,34.1600,130851,0.0000,1.0000
2018-07-31,34.5400,34.5400,33.4800,34.3600,34.3600,180310,0.0000,1.0000
2018-07-30,34.5000,35.1200,34.3000,34.6000,34.6000,140969,0.0000,1.0000
2018-07-27,34.0400,34.5800,34.0400,34.5400,34.5400,76006,0.0000,1.0000
2018-07-26,34.2000,34.2600,33.5200,33.9800,33.9800,162359,0.0000,1.0000
2018-07-25,34.3000,34.7400,33.5400,34.0000,34.0000,115754,0.0000,1.0000
2018-07-24,34.0000,34.5800,33.8600,34.3600,34.3600,124584,0.0000,1.0000
2018-07-23,33.5800,33.7200,32.7000,33.7000,33.7000,121247,0.0000,1.0000
2018-07-20,33.0000,34.3200,32.8600,33.7000,33.7000,153389,0.0000,1.0000
2018-07-19,33.9200,34.0800,32.8000,32.9800,32.9800,111035,0.0000,1.0000
2018-07-18,33.5200,33.9800,32.8000,33.8400,33.8400,144908,0.0000,1.0000
2018-07-17,31.9200,33.1800,31.9200,33.1800,33.1800,149665,0.0000,1.0000
2018-07-16,32.0600,32.8200,31.9400,32.0600,32.0600,127366,0.0000,1.0000
2018-07-13,32.0800,32.4000,31.9000,32.0000,32.0000,137284,0.0000,1.0000
2018-07-12,32.2400,32.2400,30.9600,31.9600,31.9600,182347,0.0000,1.0000
2018-07-11,34.8800,34.8800,32.0200,32.2000,32.2000,326973,0.0000,1.0000
2018-07-10,30.8200,32.2800,30.6600,32.1400,32.1400,302575,0.0000,1.0000
2018-07-09,31.3200,31.5400,30.7800,30.9200,30.9200,110623,0.0000,1.0000
2018-07-06,31.3200,31.3800,30.7400,31.2800,31.2800,135121,0.0000,1.0000
2018-07-05,31.2200,31.7400,30.9400,31.1600,31.1600,113837,0.0000,1.0000
2018-07-04,32.3600,32.3600,31.2000,31.3000,31.3000,89035,0.0000,1.0000
